customer_id,archetype,spend_tier,total_gap_inr,utilisation_pct,top_cause,diagnosis_text
C14809,Domestic Executive,Core,59200,0,timing,"The portfolio review indicates a total benefit gap of INR 59,200, primarily driven by timing gaps amounting to INR 37,900 and awareness gaps of INR 10,500. This underutilization stems from misaligned redemption windows and a lack of visibility into available entitlements rather than structural card barriers. Platinum 365 addresses this through the L2.1 Value Ledger and Tab 3B resizing mechanics to surface overlooked credits like the Fine Hotels & Resorts Credit. Consequently, the member will recover INR 13,477 in expected value from that benefit alone, optimizing their annual spend and bridging the current realization deficit."
C24686,Digital Affluent,Milestone,41244,0,timing,"The portfolio review indicates a total benefit gap of Rs.41244, primarily driven by timing issues accounting for Rs.25744.0 of unutilized value. This underutilization stems from a lack of synchronized scheduling with upcoming lifestyle expenditures, notably regarding the Fine Hotels & Resorts Credit and Unlimited Lounge Access. Platinum 365 addresses this through automated L2.1 Value Ledger alerts and L2.2 Ladder rungs to surface entitlements proactively. Consequently, the member will recover expected value of Rs.6218 and Rs.2512 respectively, closing the timing gap and optimizing their Milestone spend tier rewards."
C27528,Global Traveller,Whale,47898,0,timing,"Member C27528 is experiencing a total benefit gap of INR 47,898, driven primarily by timing constraints accounting for INR 31,158. Platinum 365 addresses this through L2.1 Value Ledger alerts and L2.2 Ladder rungs to streamline redemption windows. This intervention recovers high-propensity value like Unlimited Lounge Access and Taj Epicure discounts, optimizing the member's annual spend of INR 6,113,304."
C10019,Business Owner,High,37489,0,timing,"This Business Owner with an annual spend of INR 2,706,335 is experiencing a total benefit gap of INR 37,489, driven primarily by timing gaps amounting to INR 25,210. The root cause stems from unaligned utilization intervals rather than feature irrelevance, as evidenced by high propensity for Unlimited Lounge Access at 0.973 and Hotel Elite Status at 0.854. Platinum 365 deploys Value Ledger alerts and ladder rungs to synchronize activation points with high-propensity travel windows. This targeted intervention recovers missing value and ensures full realization of annual entitlements without altering core spend behavior."
C12600,Domestic Executive,Milestone,61806,0,friction,"Cardmember C12600 is currently leaving a total benefit gap of INR 61,806 on the table despite achieving milestone status on their account. This underutilization is primarily driven by operational friction accounting for INR 47,900 of the uncaptured value, alongside minor timing and awareness constraints. Platinum 365 addresses this directly through Tab 3B RESIZE 50% combined with L2.1 Value Ledger surfacing, which targets the primary friction points to recover value. This intervention secures an expected recovery of INR 26,584 for the Fine Hotels & Resorts Credit alone, delivering a net value of INR 22,093 back to the member."
C13648,Digital Affluent,Core,69608,0,friction,"Cardmember C13648 is currently facing a total benefit gap of INR 69,608, driven primarily by friction accounting for INR 47,900 of missed value. This underutilization stems largely from booking hurdles with the Fine Hotels & Resorts Credit, which Platinum 365 addresses directly through Tab 3B RESIZE 50% combined with L2.1 Value Ledger surface integration. Implementing this design response will recover INR 12,632 in expected value, unlocking an anticipated net benefit of INR 10,472 for the member."
C39741,Global Traveller,Milestone,50570,0,timing,"Cardmember C39741 is currently leaving INR 50570 on the table in unrealised benefits despite maintaining an annual spend of INR 1719876. This under-utilisation is primarily driven by timing issues accounting for INR 36845 of the shortfall, alongside smaller awareness and structural gaps. To address this, Platinum 365 deploys Value Ledger alerts and ladder rungs to align entitlements with optimal redemption windows. This intervention recovers high-propensity privileges like Unlimited Lounge Access, ensuring the member captures the full value of their card membership."
C08627,Domestic Executive,Milestone,63715,0,friction,"The member currently absorbs a total benefit gap of INR 63,715, driven primarily by operational friction accounting for INR 44,300 alongside timing considerations of INR 5,528. This underutilization stems from procedural hurdles in accessing specific credits rather than a lack of card engagement, as evidenced by an annual spend of INR 1,676,300 across 117 months of tenure. Platinum 365 addresses this through the Tab 3B RESIZE 50% feature and L2.1 Value Ledger to surface the Fine Hotels & Resorts Credit, alongside L2.1 alerts and L2.2 Ladder rungs to streamline Unlimited Lounge Access. This intervention recovers INR 18,999 from the friction gap and secures an expected recovery of INR 2,853 for lounge access, optimizing net value realization for the milestone tier."
C00453,Domestic Executive,Core,71635,0,friction,"This Domestic Executive has left a total benefit gap of INR 71,635 against their annual spend of INR 1,314,093. The primary root cause is friction accounting for INR 47,900 of the shortfall, alongside awareness and timing gaps. Platinum 365 addresses this by deploying Tab 3B RESIZE 50% and the L2.1 Value Ledger to surface credits and make entitlements visible. This intervention resolves the friction and awareness barriers to recover value and optimize card utilization."
C13842,Digital Affluent,Core,48676,0,irrelevance,"Member C13842 has incurred a total benefit gap of Rs. 48,676, driven primarily by irrelevance of Rs. 27,892 and timing friction of Rs. 12,984. Platinum 365 addresses this through L2.1 Value Ledger alerts and L2.2 Ladder rungs designed to recover Rs. 3,795 on Unlimited Lounge Access. This intervention bridges the utilization deficit and captures untapped value to optimize the 1,037,301 INR annual spend portfolio."
C24532,Domestic Executive,Milestone,52347,0,timing,"Member C24532 carries a total benefit gap of Rs. 52347, driven primarily by timing at Rs. 34367.0, along with irrelevance at Rs. 9680.0 and awareness at Rs. 4700.0. This underutilization stems from a zero percent benefit utilization rate despite achieving milestone status within their 21-month tenure. Platinum 365 addresses this through targeted interventions like Tab 3B RESIZE 50% combined with L2.1 Value Ledger surfaces to recover the Fine Hotels & Resorts Credit. This realignment ensures the member captures anticipated recovery values across high-propensity offerings such as Unlimited Lounge Access and Renewal Vouchers at Rs. 20L."
C38940,Domestic Executive,High,68700,0,friction,"Cardmember C38940 is currently experiencing a total benefit gap of INR 68,700, driven primarily by operational friction accounting for INR 44,300 of the unutilized value. This underutilization stems from booking complexities that prevent the cardmember from claiming key entitlements despite maintaining a high annual spend of INR 2,732,578 and attaining milestone status. Platinum 365 resolves this through Tab 3B RESIZE 50% and the L2.1 Value Ledger to surface the Fine Hotels & Resorts Credit, recovering INR 22,228 in expected value. This targeted intervention ensures the cardmember captures INR 18,465 in net value, directly eliminating the friction that restricted their luxury lifestyle benefits."
C37277,Domestic Executive,High,45424,0,timing,"Member C37277 is experiencing a total benefit gap of INR 45,424, driven primarily by timing gaps of INR 22,372 and awareness gaps of INR 10,700. Platinum 365 addresses this through the L2.1 Value Ledger and targeted resizing protocols that surface overlooked entitlements like the Fine Hotels & Resorts Credit and Hotel Elite Status. This intervention will recover expected value across key lifestyle privileges, optimizing the member's annual spend of INR 2,468,511."
C24816,Global Traveller,Whale,33789,0,timing,"Cardmember C24816 currently carries a total benefit gap of Rs. 33,789, primarily driven by timing issues contributing Rs. 21,393 to the unutilised value. Platinum 365 addresses this through automated Value Ledger alerts and ladder rungs to systematically capture missed entitlements like Unlimited Lounge Access and Hotel Elite Status. This intervention recovers up to Rs. 4,246 across these specific timing-related benefits, directly reducing portfolio leakage."
C15307,Global Traveller,High,44006,0,timing,"The member exhibits a total benefit gap of INR 44,006, driven primarily by timing constraints accounting for INR 35,298.0 of the unrealised value. This underutilisation stems from delayed benefit activation cycles rather than product misalignment or redemption friction. Platinum 365 addresses this through L2.1 Value Ledger alerts and L2.2 Ladder rungs to realign timing windows with travel patterns. Consequently, the member captures projected recoveries such as INR 4,113 from Hotel Elite Status and INR 2,032 from Unlimited Lounge Access, unlocking the full value of their tier."
C17864,Digital Affluent,Milestone,66200,0,friction,"Member C17864 is currently experiencing a total benefit gap of INR 66,200 against an annual spend of INR 1,906,864, with friction accounting for INR 47,900 of this shortfall. The underutilization is primarily driven by operational friction and low awareness rather than a lack of product fit. Platinum 365 addresses this through targeted interventions including Tab 3B RESIZE and the L2.1 Value Ledger to surface entitlements and streamline redemption. Consequently, these measures recover unutilized value and accelerate progression toward the Renewal Vouchers @ Rs.20L milestone."
C36800,Domestic Executive,Milestone,47733,0,timing,"Cardmember C36800 carries a total benefit gap of INR 47733, primarily driven by INR 36933 in timing-related delays. This under-utilisation stems from missed calendar activations across benefits like the Fine Hotels & Resorts Credit. Platinum 365 addresses this through the L2.1 Value Ledger surface and targeted Tab 3B RESIZE interventions to capture immediate value. Consequently, the member recovers unrealised entitlements and accelerates toward the renewal voucher milestone at Rs.20L."
C28086,Domestic Executive,Milestone,71383,0,friction,"This Domestic Executive member has accumulated an untapped total benefit gap of INR 71,383, primarily driven by operational friction accounting for INR 47,900 of the shortfall. Platinum 365 addresses this through the Tab 3B RESIZE 50% mechanism and the L2.1 Value Ledger, which actively surfaces the Fine Hotels & Resorts Credit to streamline utilization. Deploying these targeted interventions will recover expected value and secure unexploited entitlements like Unlimited Lounge Access and Hotel Elite Status."
C10577,Global Traveller,Whale,54972,0,timing,"This Whale cardmember with 69 months of tenure exhibits a total benefit gap of Rs.54,972 against an annual spend of Rs.4,416,197, driven primarily by timing at Rs.39,020, alongside irrelevance at Rs.10,152 and friction at Rs.3,600. The underutilization stems from timing misalignment on Hotel Elite Status and Taj Epicure perks, compounded by enrollment friction on Dining Perks. Platinum 365 addresses this through L2.1 Value Ledger alerts, L2.2 Ladder rungs, and M2 Culinary Access to streamline redemption pathways. Implementing these targeted interventions will recover expected value across high-propensity benefits like Hotel Elite Status and Renewal Vouchers @ Rs.20L, optimizing the member's overall rewards yield."
C11717,Global Traveller,Core,56065,0,timing,"This Global Traveller leaves a total benefit gap of INR 56,065, driven primarily by timing factors accounting for INR 36,197 of unrealized value alongside INR 4,700 in awareness deficits. Platinum 365 addresses these friction points through the L2.1 Value Ledger and L2.2 Ladder rungs to surface entitlements and align them with the member's habits. This intervention recovers targeted value across key travel perks to optimize card utilisation and secure the missed milestone benefits."
C21526,Domestic Executive,Milestone,67368,0,friction,"The member currently carries a total benefit gap of INR 67,368, primarily driven by friction amounting to INR 47,900 and awareness deficits of INR 10,700. Platinum 365 addresses these barriers through Tab 3B RESIZE 50% combined with the L2.1 Value Ledger to surface the Fine Hotels & Resorts credit and make hotel elite status entitlements visible. This targeted intervention resolves the underlying operational hurdles, enabling the member to capture maximum value from their domestic executive spend profile."
C12583,Digital Affluent,Core,77754,0,friction,"Member C12583 is currently experiencing a total benefit gap of INR 77,754, driven primarily by operational friction accounting for INR 44,300 and awareness deficits at INR 18,700. This underutilization stems from booking hurdles in the Fine Hotels & Resorts Credit and a lack of visibility regarding entitlements such as Unlimited Lounge Access and Hotel Elite Status. Platinum 365 addresses this through targeted UI interventions, specifically Tab 3B RESIZE 50% and the L2.1 Value Ledger, which surface these credits and make entitlements visible. Implementation of these nudges will recover an expected INR 13,504 for the Fine Hotels & Resorts Credit and INR 6,200 for Unlimited Lounge Access, unlocking a net value of INR 11,198 and INR 5,530 respectively."
C24162,Global Traveller,Core,58710,0,timing,"Member C24162 is currently leaving INR 58,710 in total benefits on the table against an annual spend of INR 1,342,860, driven primarily by timing gaps of INR 48,721 alongside minor friction of INR 3,600 and irrelevance of INR 3,000. This underutilization stems from misaligned benefit cycles and enrolment hurdles, which the Platinum 365 framework addresses directly through Value Ledger alerts, ladder rungs, and the removal of dining enrolment gates. Implementing these targeted interventions will recover INR 5,443 in expected value and position the member to capture high-propensity offerings like Unlimited Lounge Access and Hotel Elite Status."
C04736,Digital Affluent,Underused,63526,0,timing,"Cardmember C04736 is currently experiencing a total benefit gap of INR 63,526, driven primarily by timing shortfalls of INR 39,250 and awareness deficits of INR 10,700. This underutilization stems from misaligned booking cycles and a lack of visibility into active entitlements, particularly regarding the Fine Hotels & Resorts Credit and Hotel Elite Status. Platinum 365 resolves these friction points through targeted interventions such as the L2.1 Value Ledger and Tab 3B resizing, which together surface un-utilized credits and make entitlements visible. Consequently, the cardmember will capture an expected recovery of INR 13,154 from the Fine Hotels & Resorts Credit alone, unlocking net realized value across their portfolio."
C16513,Global Traveller,High,31495,0,timing,"The member leaves a total benefit gap of Rs.31,495, primarily driven by timing factors amounting to Rs.18,195. This underutilization stems from timing misalignments that cause high-propensity privileges like Unlimited Lounge Access and Hotel Elite Status to go unclaimed. Platinum 365 addresses this through Value Ledger alerts and ladder rungs to proactively synchronize usage with the member's travel schedule. Consequently, the member captures full portfolio value without missing time-sensitive entitlements."
C16873,Digital Affluent,High,68662,0,friction,"The portfolio review indicates a total benefit gap of INR 68,662, driven primarily by operational friction accounting for INR 47,900 and awareness deficits at INR 10,700. These unrealized gains persist because processing barriers and invisible entitlements prevent the member from claiming high-propensity rewards like the Renewal Vouchers at Rs.20L and Unlimited Lounge Access. Platinum 365 addresses this directly through the L2.1 Value Ledger and Tab 3B RESIZE, which surface hidden credits and remove friction points. Consequently, the member will recover a projected net value through targeted interventions such as the Fine Hotels & Resorts Credit."
C07727,Domestic Executive,Milestone,66373,0,friction,"Cardmember C07727 is currently leaving a total benefit gap of INR 66,373 on the table, primarily driven by friction amounting to INR 47,900 alongside awareness and timing shortfalls. Platinum 365 addresses this through interface resizing and the L2.1 Value Ledger to surface entitlements like the Fine Hotels & Resorts Credit and Hotel Elite Status. Implementing these targeted interventions will recover an expected INR 19,784 in value, closing the realization gap as the member approaches upcoming milestone thresholds."
C23347,Global Traveller,High,31930,0,timing,"This Global Traveller member has a total benefit gap of INR 31,930, driven primarily by timing losses of INR 17,034 and awareness gaps of INR 8,200. The underutilization stems from misaligned redemption windows and an incomplete view of available perks, particularly regarding Hotel Elite Status and Taj Epicure. Platinum 365 addresses this through the Value Ledger and ladder rungs to make entitlements visible and trigger timely usage. Consequently, the member will recover up to INR 5,208 in expected value and capture previously missed privileges aligned with their high spend tier."
C37439,Business Owner,Core,44567,0,timing,"This Business Owner member has accumulated a total benefit gap of INR 44,567, driven primarily by timing gaps of INR 29,067 alongside awareness and structural shortfalls. Underutilization stems from misaligned redemption cycles rather than lack of engagement, given their 33-month tenure and INR 1,518,307 annual spend. Platinum 365 deploys targeted interventions such as Value Ledger alerts and milestone ladder rungs to capture high-propensity opportunities like Unlimited Lounge Access and Hotel Elite Status. This design response systematically closes the value deficit, ensuring the member captures previously forfeited entitlements aligned with their core spend tier."
C06229,Domestic Executive,Core,33614,0,timing,"This Domestic Executive member is experiencing a total benefit gap of INR 33,614, primarily driven by timing issues accounting for INR 22,007 of uncaptured value. This underutilization stems from misaligned execution windows rather than awareness deficits, as the member actively maintains a Core spend tier with an annual spend of INR 1,135,584 over 63 months. Platinum 365 addresses this through targeted Value Ledger alerts and resizing protocols designed to surface timing-sensitive entitlements like the Fine Hotels and Resorts Credit. Consequently, the member will recover expected value through structured nudges, optimizing their portfolio returns without altering overall spend habits."
C04414,Business Owner,Milestone,34740,0,timing,"Cardmember C04414 has accumulated a total benefit gap of INR 34,740, primarily driven by timing losses of INR 19,240 alongside awareness and structural shortfalls. This under-utilisation stems from calendar misalignment and a lack of visibility into available perks rather than unwillingness to engage, as evidenced by an annual spend of INR 2,041,717 and attained milestone status. Platinum 365 addresses this through automated Value Ledger alerts and tailored ladder rungs to capture time-sensitive entitlements like Hotel Elite Status and Taj Epicure discounts. Consequently, the member recovers unrealized value, closing the benefit gap and fully optimizing their card potential."
C20214,Digital Affluent,Milestone,41967,0,irrelevance,"This Digital Affluent member has an uncaptured benefit gap of INR 41,967, primarily driven by benefit irrelevance totaling INR 39,375. Platinum 365 addresses these underlying behavioral blockers through the Progressive Milestone Ladder and Value Ledger to make entitlements visible and replace cliff structures. This intervention captures INR 692 in expected recovery, helping unlock higher-propensity rewards like Renewal Vouchers."
C31737,Domestic Executive,Milestone,57250,0,timing,"Cardmember C31737 is experiencing a total benefit gap of Rs. 57,250, driven primarily by timing barriers amounting to Rs. 37,766 and awareness gaps totaling Rs. 13,700. Platinum 365 addresses this through Tab 3B RESIZE 50% and the L2.1 Value Ledger to surface hidden credits and make entitlements visible. This intervention will recover expected value across Fine Hotels & Resorts Credit, Hotel Elite Status, and Taj Epicure 25% Discount."
C12182,Domestic Executive,Milestone,42576,0,timing,"Cardmember C12182 carries a total benefit gap of Rs.42576 against an annual spend of Rs.2128319, driven primarily by a timing deficit of Rs.29576 alongside awareness and structural gaps of Rs.5200 and Rs.4200 respectively. This underutilization stems from misaligned benefit cycles and lack of ledger visibility rather than low product affinity. Platinum 365 addresses this through the Value Ledger and Progressive Milestone Ladder to surface high-propensity rewards like Unlimited Lounge Access and Renewal Vouchers at Rs.20L. This intervention systematically unlocks latent value to maximize card utilization across the member's lifecycle."
C04706,Global Traveller,High,27812,0,timing,"Cardmember C04706 is currently experiencing a total benefit gap of Rs.27812, driven primarily by timing factors amounting to Rs.14812. Platinum 365 addresses this through targeted interventions including L2.1 Value Ledger alerts and L2.2 progressive milestone structures to recover missed value. Implementing these solutions will optimize utilization and capture the cardmember's full portfolio potential."
C20636,Business Owner,Milestone,62840,0,friction,"With an annual spend of INR 1,838,433, the member is leaving a total benefit gap of INR 62,840 on the table, primarily driven by friction accounting for INR 47,900 of the uncaptured value. This underutilization stems from booking hurdles in leveraging the Fine Hotels & Resorts Credit, which Platinum 365 addresses directly through Tab 3B RESIZE 50% combined with L2.1 Value Ledger surfacing. Resolving this friction recovers an expected INR 32,934, closing the distance to renewal vouchers at INR 20L and securing a net value of INR 27,382."
C05351,Digital Affluent,Underused,74808,0,irrelevance,"Cardmember C05351 has accumulated a total benefit gap of INR 74,808, primarily driven by INR 55,800 in irrelevance alongside timing and structural factors. Platinum 365 addresses these friction points through targeted interventions such as Value Ledger alerts and progressive milestone ladders to optimize utilization. Consequently, the member will recover expected value across high-propensity offerings like Unlimited Lounge Access and enhance their overall portfolio engagement."
C30582,Domestic Executive,Milestone,41908,0,irrelevance,"The member leaves a total benefit gap of Rs.41,908 uncaptured, primarily driven by irrelevance at Rs.33,893 alongside timing and friction constraints. Platinum 365 addresses these barriers through structural interventions including the progressive milestone ladder and streamlined culinary access. This recovery framework systematically bridges the unrealized value, ensuring the account fully captures its annual milestone potential."
C11789,Business Owner,High,46064,0,timing,"Cardmember C11789 is currently experiencing a total benefit gap of INR 46064, primarily driven by timing issues accounting for INR 36512.0 of unutilized value. This underutilization stems from a lack of synchronized scheduling with key program windows, notably affecting high-propensity offerings like Hotel Elite Status and Unlimited Lounge Access. To address this, Platinum 365 will deploy L2.1 Value Ledger alerts combined with L2.2 Ladder rungs to align benefit redemption with optimal activation periods. This intervention will systematically recover lost value and ensure the member captures their full portfolio potential moving forward."
C23793,Domestic Executive,Core,39711,0,timing,"The member accumulated a total benefit gap of INR 39,711, driven primarily by timing factors accounting for INR 28,911 alongside structural and friction causes. Platinum 365 addresses this through Value Ledger alerts, ladder rungs, and targeted credit resizing that surface high-propensity privileges like Unlimited Lounge Access. This intervention secures an expected recovery to capture unrealized value and optimize overall card utility."
C28444,Digital Affluent,Core,70683,0,friction,"The member is leaving a total benefit gap of INR 70,683 unutilized against an annual spend of INR 1,146,905. This underutilization is primarily driven by friction accounting for INR 47,900 of the gap, alongside timing constraints of INR 12,975 and irrelevance of INR 9,808. Platinum 365 addresses this through targeted interventions like Tab 3B RESIZE and Value Ledger alerts to systematically remove these redemption hurdles. Consequently, the member recovers high-propensity value while optimizing overall card engagement."
C37522,Domestic Executive,High,44807,0,timing,"Member C37522 exhibits an annual benefit gap of INR 44,807, driven primarily by timing losses of INR 24,586 and awareness gaps of INR 10,700. Unutilized value stems from misaligned booking cycles for Fine Hotels & Resorts Credit and a lack of visibility into entitlements such as Hotel Elite Status and Taj Epicure. Platinum 365 addresses this through Tab 3B RESIZE 50% and the L2.1 Value Ledger to surface credits and make entitlements visible. This intervention recovers up to INR 11,617 for Fine Hotels & Resorts Credit and captures a total expected recovery of INR 15,226 across targeted nudges, directly optimizing portfolio value for this High spend tier Domestic Executive."
C15423,Domestic Executive,Core,69999,0,friction,"The member is currently leaving INR 69,999 in total benefit value unrealised with a 0% utilisation percentage and INR 1,264,931 in annual spend over 15 months. The gap is primarily driven by friction amounting to INR 44,300, alongside awareness and timing deficits of INR 10,247 and INR 9,218 respectively. Platinum 365 addresses this through the L2.1 Value Ledger and targeted resizing protocols to surface entitlements and recovery mechanisms. This intervention recovers up to INR 21,861 in expected value across high-propensity benefits like the Fine Hotels & Resorts Credit."
C28364,Digital Affluent,Milestone,59151,0,timing,The member currently has a total benefit gap of Rs.59151. This is primarily driven by timing issues accounting for Rs.37651 and awareness gaps at Rs.10700. Platinum 365 addresses these friction points through Tab 3B RESIZE 50% combined with L2.1 Value Ledger alerts and entitlement visibility surfaces. This intervention will optimize their milestone progression and recover unrealized value.
C00611,Dormant Premium,Underused,69010,0,friction,"Cardmember C00611 is carrying a total benefit gap of INR 69,010 after 23 months, driven primarily by friction accounting for INR 47,900 of unrealised value. Platinum 365 addresses this through the Tab 3B RESIZE 50% combined with the L2.1 Value Ledger to surface the Fine Hotels & Resorts Credit and make entitlements visible. This targeted intervention resolves the structural friction, enabling the member to capture previously missed value and activate their dormant premium account."
C00692,Digital Affluent,High,70701,0,friction,"Cardmember C00692 currently exhibits a total benefit gap of INR 70,701, predominantly driven by redemption friction amounting to INR 47,900 alongside awareness deficits of INR 15,200. This underutilization stems primarily from booking friction on Fine Hotels & Resorts Credits and a lack of visibility into Renewal Vouchers at Rs.20L. Platinum 365 addresses these barriers through Tab 3B RESIZE and the Progressive Milestone Ladder to surface credits and restructure milestones. Consequently, the member will recover an expected INR 23,456 across targeted benefits, optimizing their portfolio value."
C16328,Global Traveller,Milestone,37438,0,timing,"This member accumulated a total benefit gap of Rs.37,438, driven primarily by timing shortfalls of Rs.24,613 alongside awareness and structural gaps of Rs.4,700 and Rs.4,200 respectively. This underutilization stems from timing delays and limited visibility into entitlements, which left key privileges unclaimed despite reaching milestone status. Platinum 365 addresses this through the Value Ledger and Progressive Milestone Ladder to make entitlements visible and eliminate milestone cliffs. Consequently, the member recovers unrealized value, specifically capturing projected gains across high-propensity benefits like the Taj Epicure 25% Discount and Renewal Vouchers at Rs.20L."
C03524,Domestic Executive,Core,67081,0,friction,"This Domestic Executive holds a total benefit gap of INR 67081, driven primarily by INR 45531 in friction alongside timing and irrelevance barriers. The root cause stems from procedural obstacles in redeeming the Fine Hotels & Resorts Credit, which accounts for INR 19221 in recoverable value through friction resolution. Platinum 365 addresses this via Tab 3B RESIZE 50% combined with L2.1 Value Ledger surfaces to capture these unutilized privileges. Consequently, the member unlocks a net value of INR 15960 from the Fine Hotels & Resorts Credit alone, effectively converting dormant cardholder benefits into realized returns."
C20227,Digital Affluent,High,42882,0,timing,"The member is currently experiencing a total benefit gap of INR 42,882, primarily driven by INR 21,382 in timing friction and INR 10,700 in awareness deficits. This under-utilisation stems from missed calendar windows and a lack of visibility into available perks, despite maintaining an annual spend of INR 3,170,971. Platinum 365 addresses this through Tab 3B RESIZE 50% and the L2.1 Value Ledger to surface hidden credits and make entitlements visible. This intervention is projected to recover INR 6,302 from the Fine Hotels & Resorts Credit and INR 1,801 from Hotel Elite Status (4 programmes), optimizing their high-tier engagement."
C38441,Business Owner,Core,47813,0,timing,"Cardmember C38441 is experiencing an overall benefit gap of INR 47813, primarily driven by timing issues accounting for INR 36131 of unrealised value. This underutilization stems from misaligned redemption cycles rather than product friction, as the member has attained zero percent utilization despite an annual spend of INR 1336378. Platinum 365 addresses this through L2.1 Value Ledger alerts and L2.2 Ladder rungs to systematically capture pending milestones. Consequently, the member will recover targeted value across high-propensity privileges like Unlimited Lounge Access and Hotel Elite Status."
